FID,fid_1,full_id,osm_id,highway,name,tiger_name,tiger_na_2,tiger_zip_,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_Angle,LocationNa,TotalPosts,sky,wall,building,fence,tree,plant,grass,road,sidewalk,streetlight,signboard,person,bicycle,car,truck,motorcycle,Very Positive,Positive,Neutral,Negative,Very Negative
310,71,w904714015,904714015,residential,Conley Avenue,Conley,Ave,65201,80,46.26106005,-92.3293734,38.944536,76.93489432,Stoutland High,53,0.411607874,0.00051074,0.048502987,0.016695207,0.55945561,0.007202165,0.257699031,0.732220275,0.259990359,0.011619668,0.049441893,0.111111111,0,0.132075472,0.111111111,0,0.698113208,0.080188679,0.113207547,0.094339623,0.283018868
311,71,w904714015,904714015,residential,Conley Avenue,Conley,Ave,65201,80,18.48715067,-92.3293734,38.944536,-13.73245044,Stoutland High,53,0.434356376,0.019758347,0,0.001385312,0.62131009,0.034098449,0.206723106,0.683241946,0.339683052,0,0,0.111111111,0,0.462264151,0.166666667,0,0.698113208,0.080188679,0.113207547,0.094339623,0.283018868
312,71,w904714015,904714015,residential,Conley Avenue,Conley,Ave,65201,108,28.35480774,-92.32893443,38.94409445,-146.1741319,Traditions Plaza at Mizzou,97,0.52122229,0.402685034,0.003851876,0.004680925,0.524210839,0.007133822,0.190050223,0.620666837,0.381741564,0.010287658,0.084785844,0.222222222,0,0.443396226,0.444444444,0,0.701030928,0.262886598,0.216494845,0.025773196,0.139175258
313,72,w904714016,904714016,residential,Conley Avenue,Conley,Ave,65201,18,48.5181746,-92.331402,38.944276,-130.8391071,Sanford F. Conley House,12,0.345631239,0.001298739,0.033740608,0.000912547,0.663831506,0.040989962,0.171508449,0.806657068,0.139623054,0.043814652,0.046962913,0.185185185,0,0.674528302,0.333333333,0,0.416666667,0.708333333,0,0,0.375
314,72,w904714016,904714016,residential,Conley Avenue,Conley,Ave,65201,18,89.70344471,-92.331402,38.944276,-105.9945832,Sanford F. Conley House,12,0.51104777,0.005335046,0.018903686,0.005260887,0.552149564,0.003169897,0.370834634,0.529792873,0.205447494,0.193623353,0.026398793,0.166666667,0,0.660377358,0.305555556,0,0.416666667,0.708333333,0,0,0.375
315,73,w904717334,904717334,residential,South 5th Street,5th,St,65201,71,41.92955401,-92.33194444,38.94916667,-177.48315,Islamic Center of Central Missouri,43,0.79430741,0,0.224368186,0.000332585,0.125811647,0.040287888,0.05795002,0.668273851,0.220476073,0.101402862,0.108541063,0.148148148,0,0.469339623,0.166666667,0.666666667,0.651162791,0.148255814,0.139534884,0.174418605,0.244186047
316,73,w904717334,904717334,residential,South 5th Street,5th,St,65201,71,8.104279932,-92.33194444,38.94916667,-1.403182776,Islamic Center of Central Missouri,43,0.545882938,0.004185151,0.163395264,0.003553985,0.360161006,0.061903081,0.207138321,0.437823584,0.520617482,0.035765906,0.006560229,0.333333333,0,0.186320755,0.222222222,0,0.651162791,0.148255814,0.139534884,0.174418605,0.244186047
317,73,w904717334,904717334,residential,South 5th Street,5th,St,65201,71,58.1107612,-92.33194444,38.94916667,1.424033466,Islamic Center of Central Missouri,43,0.273768325,0.000639155,0.2778366,0,0.436393463,0.046360521,0.156013561,0.771522247,0.149934861,0.118350574,0.083620252,0.185185185,0,0.320754717,0.111111111,0,0.651162791,0.148255814,0.139534884,0.174418605,0.244186047
318,74,w904717335,904717335,residential,Locust Street,Locust,St,65201,71,41.92955401,-92.33194444,38.94916667,-177.48315,Islamic Center of Central Missouri,43,0.795438753,0,0.274622485,0.000505749,0.099941308,0.015901675,0.060842151,0.567426255,0.261679907,0.057474848,0.104194449,0.333333333,0.090909091,0.264150943,0.222222222,0,0.651162791,0.148255814,0.139534884,0.174418605,0.244186047
319,74,w904717335,904717335,residential,Locust Street,Locust,St,65201,71,65.88688061,-92.33194444,38.94916667,-128.1061585,Islamic Center of Central Missouri,43,0.420209099,0,0.03127607,0,0.724044998,0.015065399,0.118841219,0.562258881,0.167046367,0.002664022,0,0.481481481,0.090909091,0.370283019,0.111111111,0,0.651162791,0.148255814,0.139534884,0.174418605,0.244186047
320,75,w904717336,904717336,secondary,East Broadway, , , ,22,64.01194396,-92.33113145,38.951464,105.3047766,Living Canvas Tattoo & Body Piercing,1413,0.84517176,0,0.249116636,0,0.059485555,0.016518009,0.0000296,0.752416928,0.101631343,0.357290633,0.026113274,0,0.090909091,0.221698113,0.166666667,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
321,75,w904717336,904717336,secondary,East Broadway, , , ,22,19.34881688,-92.33113145,38.951464,142.6190555,Living Canvas Tattoo & Body Piercing,1413,0.803263984,0.016259047,0.172447241,0.004628701,0.231555215,0.004038481,0.000261307,0.740964244,0.054257972,0.025024798,0.012109384,0.111111111,0,0.235849057,0.185185185,0.333333333,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
322,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,22,64.01194396,-92.33113145,38.951464,105.3047766,Living Canvas Tattoo & Body Piercing,1413,0.780428879,0.001435909,0.269908298,0.000011,0.05384772,0.024401124,0.00224267,0.824077836,0.095787262,0.349638657,0.036791702,0.305555556,0,0.136792453,0.111111111,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
323,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,78,79.98467519,-92.3327481,38.9519901,-96.09772121,"Second Missionary Baptist Church - Columbia, MO",48,0.739366517,0.001015643,0.383935963,0.002146684,0.017949603,0.015955107,0.019017031,0.55562908,0.354996524,0.207907043,0.001498137,0.333333333,0,0.235849057,0.185185185,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
324,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,78,99.29695131,-92.3327481,38.9519901,-126.102506,"Second Missionary Baptist Church - Columbia, MO",48,0.456098629,0.019268036,0.58796389,0,0.007383903,0.000417517,0.012698316,0.524580941,0.195450768,0.029672665,0.009788279,0.166666667,0,0.101415094,0.166666667,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
325,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,78,135.6180351,-92.3327481,38.9519901,-143.1432199,"Second Missionary Baptist Church - Columbia, MO",48,0.438947728,0,0.646123024,0.000151175,0.023632628,0.006537369,0.053193226,0.450680171,0.062589678,0.082924756,0.005078887,0.166666667,0,0.172169811,0.111111111,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
326,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,8,142.6364702,-92.33335437,38.95382587,-71.48887949,Columbia Daily Tribune,113,0.507683298,0.00534672,0.523451991,0.012423828,0.074783661,0.121673845,0.04026151,0.588764785,0.253801954,0.168626895,0.004185379,0.259259259,0,0.469339623,0.333333333,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
327,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,8,135.7106032,-92.33335437,38.95382587,-91.99294522,Columbia Daily Tribune,113,0.879349842,0,0.092714199,0,0.148236673,0.000077,0.104504029,0.582057839,0.127636793,0.12379198,0.00577757,0.296296296,0.181818182,0.108490566,0.111111111,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
328,76,w904720104,904720104,residential,North 5th Street,5th,St,65201,8,145.7748487,-92.33335437,38.95382587,-112.0529942,Columbia Daily Tribune,113,0.728552095,0,0.172527766,0.005423056,0.201501826,0,0.302186265,0.437005583,0.293453969,0.061555902,0.000433318,0.222222222,0,0.313679245,0.111111111,0,0.371681416,0.451327434,0.292035398,0.221238938,0.345132743
329,77,w904728566,904728566,residential,University Avenue,University,Ave,65201,15,50.65939471,-92.32726,38.94682,33.46083205,The Heidelberg,1218,0.213791378,0.057103666,0.172977328,0.009427817,0.64078689,0.174546882,0.033856538,0,1,0.03808984,0.042958922,0.472222222,0.090909091,0.285377358,0.111111111,0.333333333,0.683087028,0.170977011,0.18226601,0.104679803,0.200738916
330,77,w904728566,904728566,residential,University Avenue,University,Ave,65201,15,47.66758819,-92.32726,38.94682,-27.60207326,The Heidelberg,1218,0.292514515,0.003726944,0.254559694,0.029204243,0.506362505,0.009605372,0.16398468,0.422042144,0.172291417,0,0.0000537,0.166666667,0,0.058962264,0,0,0.683087028,0.170977011,0.18226601,0.104679803,0.200738916
331,77,w904728566,904728566,residential,University Avenue,University,Ave,65201,15,83.90429682,-92.32726,38.94682,-59.23751195,The Heidelberg,1218,0.225475958,0.061676979,0.26956825,0.004304362,0.45518316,0.139030615,0.166959685,0.533624178,0.451760158,0.013263426,0.071628435,0.277777778,0.090909091,0.320754717,0.111111111,0,0.683087028,0.170977011,0.18226601,0.104679803,0.200738916
332,77,w904728566,904728566,residential,University Avenue,University,Ave,65201,7,89.46911805,-92.32601757,38.94563503,-170.7331,MU Theatre Department,113,0.310352744,0.022379173,0.310915059,0.00291905,0.350715795,0.093593354,0.360630992,0.374379932,0.100691762,0.249652827,0.014208792,0.277777778,0,0.129716981,0,0,0.610619469,0.357300885,0.132743363,0.044247788,0.238938053
333,78,w905263472,905263472,primary,South Providence Road, , , ,5,44.21766737,-92.3347299,38.94798,-119.3949731,Clarity Float Spa,110,0.795764546,0,0.077142885,0.053716566,0.202071326,0.013799179,0.619512245,0.341143805,0.036613471,0.925634122,0.072364068,0.444444444,0,0.476415094,0.138888889,0,0.627272727,0.289772727,0.218181818,0.136363636,0.163636364
334,78,w905263472,905263472,primary,South Providence Road, , , ,86,34.94361474,-92.33395213,38.94882784,50.03243611,Columbia Chamber of Commerce,61,0.8561154,0.017578216,0.108894745,0.007193177,0.144457064,0.017610263,0.420864274,0.369397439,0.225192845,0.025138161,0.069502155,0.111111111,0,0.311320755,0,0,0.672131148,0.418032787,0.098360656,0.12295082,0.073770492
335,78,w905263472,905263472,primary,South Providence Road, , , ,86,36.96351432,-92.33395213,38.94882784,138.1343928,Columbia Chamber of Commerce,61,0.922479688,0,0.057072731,0.004639695,0.12633868,0.011320173,0.487399357,0.44690872,0.001658417,0.101969675,0.010745609,0.444444444,0,0.285377358,0.111111111,0,0.672131148,0.418032787,0.098360656,0.12295082,0.073770492
336,78,w905263472,905263472,primary,South Providence Road, , , ,86,80.58228164,-92.33395213,38.94882784,164.0525468,Columbia Chamber of Commerce,61,0.739057907,0.004056736,0.025207675,0.003661181,0.250236021,0.007975068,0.360915131,0.612655079,0.082959529,0.388153606,0.07097342,0.388888889,0.090909091,0.433962264,0.555555556,0,0.672131148,0.418032787,0.098360656,0.12295082,0.073770492
337,78,w905263472,905263472,primary,South Providence Road, , , ,84,83.19670105,-92.33513,38.95014,-77.37241219,Lucky's Market,5,0.918643022,0,0.018177576,0.001019743,0.123482467,0.00549979,0.543229327,0.493554748,0,0.213801899,0.031440731,0.222222222,0,0.688679245,0.277777778,0,0.6,0.425,0,0,0.3
338,78,w905263472,905263472,primary,South Providence Road, , , ,53,68.65423389,-92.33446866,38.95100307,-21.23432164,Walgreens,26,0.879575286,0.016825239,0.056814129,0.023943356,0.136135064,0.027474098,0.700907977,0.501799935,0.025213033,0.325038968,0.093489149,0.166666667,0,0.278301887,0.222222222,0.333333333,0.384615385,0.163461538,0.115384615,0.288461539,0.576923077
339,78,w905263472,905263472,primary,South Providence Road, , , ,53,29.589778,-92.33446866,38.95100307,-61.78374191,Walgreens,26,0.590135191,0.020123161,0.477588397,0.213522183,0.082837788,0,0.010427739,0.463339906,0.251105847,0.112824146,0.017766029,0.277777778,0,0.448113208,0.138888889,0,0.384615385,0.163461538,0.115384615,0.288461539,0.576923077
340,78,w905263472,905263472,primary,South Providence Road, , , ,53,45.28001984,-92.33446866,38.95100307,-142.6787375,Walgreens,26,0.763460808,0.378846603,0.155277382,0.153206145,0.249040942,0.03810338,0.016295721,0.528417566,0.367384654,0.038174862,0.0000134,0.222222222,0,0.830188679,0.166666667,0,0.384615385,0.163461538,0.115384615,0.288461539,0.576923077
