FID,fid_1,full_id,osm_id,highway,name,tiger_name,tiger_na_2,tiger_zip_,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y,NEAR_Angle,LocationNa,TotalPosts,sky,wall,building,fence,tree,plant,grass,road,sidewalk,streetlight,signboard,person,bicycle,car,truck,motorcycle,Very Positive,Positive,Neutral,Negative,Very Negative
74,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,23,74.57311672,-92.33415,38.95252,107.1268946,Nclusion Plus,144,0.97036447,0.004080084,0.117154352,0,0.050472642,0.017663695,0.02388376,0.818105097,0.112695003,0.330140286,0.013721729,0.111111111,0.090909091,0.044811321,0.222222222,0.666666667,0.673611111,0.206597222,0.145833333,0,0.270833333
75,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,23,29.46938046,-92.33415,38.95252,133.7921374,Nclusion Plus,144,0.915477875,0.002165538,0.203210709,0.007998527,0.017481916,0.020028381,0.030787666,0.870527012,0.13417707,0.037523027,0.008162498,0,0,0.320754717,0,0,0.673611111,0.206597222,0.145833333,0,0.270833333
76,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,23,34.65922243,-92.33415,38.95252,-124.0056094,Nclusion Plus,144,0.9198809,0.027930189,0.180172619,0,0.010909796,0.052868067,0.145462356,0.526752302,0.324152608,0.156100326,0.147062677,0.111111111,0,0.264150943,0.111111111,0,0.673611111,0.206597222,0.145833333,0,0.270833333
77,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,45,66.68823944,-92.33297391,38.95211792,159.6222869,Blind Boone Home - African American Heritge Trail,1,0.911668702,0.069165888,0.206814567,0.001137935,0.08961789,0.051256403,0.002232522,0.73803407,0.277123562,0.053138728,0.018814053,0.222222222,0,0.452830189,0.296296296,0,1,0,0,0,0
78,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,45,66.88851307,-92.33297391,38.95211792,-156.3975471,Blind Boone Home - African American Heritge Trail,1,0.722937311,0.01495739,0.428088276,0,0.093101316,0.003824752,0.05178606,0.458159231,0.114712838,0.057673232,0.000772582,0.111111111,0,0.398584906,0.111111111,0,1,0,0,0,0
79,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,78,93.94305931,-92.3327481,38.9519901,-142.4791343,"Second Missionary Baptist Church - Columbia, MO",48,0.576211983,0.000501985,0.556774327,0.0058381,0.041163545,0.000499529,0.071480458,0.648927121,0.186551162,0.042624345,0.012673705,0.166666667,0,0.235849057,0.111111111,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
80,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,78,129.9785969,-92.3327481,38.9519901,-124.4183333,"Second Missionary Baptist Church - Columbia, MO",48,0.270280822,0,0.757347024,0.010167199,0.004060003,0.074664682,0.022621201,0.540354401,0.196851649,0.317500354,0.009025774,0.277777778,0,0.108490566,0.444444444,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
81,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,22,131.9053882,-92.33113145,38.951464,-172.555135,Living Canvas Tattoo & Body Piercing,1413,0.535693985,0.002188886,0.554175887,0.016631988,0.037513516,0.054106949,0.000386463,0.660059255,0.172298021,0.080374097,0.001471265,0.222222222,0,0.122641509,0.111111111,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
82,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,22,146.4397473,-92.33113145,38.951464,-152.7259112,Living Canvas Tattoo & Body Piercing,1413,0.536120816,0.001287065,0.632786635,0.007492778,0.025248571,0.007135064,0,0.433413028,0.125856684,0.047243871,0,0.111111111,0,0.462264151,0.111111111,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
83,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,26,139.8992247,-92.3281715,38.9527316,85.46154906,Pressed,1530,0.392671294,0,0.556322004,0,0.119292339,0,0.029514959,0.628888748,0.34258198,0.229701006,0.075242776,0.361111111,0,0.136792453,0.111111111,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
84,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,26,90.26453723,-92.3281715,38.9527316,82.31281705,Pressed,1530,0.443530833,0.008551249,0.621424729,0.028014084,0.083273897,0.011970058,0.023252058,0.517877985,0.184134288,0.071616834,0.000184748,0.518518519,0.090909091,0.186320755,0.222222222,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
85,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,26,41.61536607,-92.3281715,38.9527316,71.43304977,Pressed,1530,0.369822443,0.000239318,0.634688415,0.036389174,0.043536825,0.020736669,0,0.510570506,0.502689975,0.452997024,0.198644286,0.296296296,0,0.113207547,0.222222222,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
86,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,26,17.84218601,-92.3281715,38.9527316,-36.2710731,Pressed,1530,0.330888736,0.001459258,0.66655163,0.000033,0.160614864,0,0,0.511058647,0.125661409,0.255632705,0.000315751,0.222222222,0,0.150943396,0.111111111,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
87,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,62,14.0877682,-92.32762372,38.95263858,-68.14790152,Salon Nefisa,3773,0.647417124,0,0.324066929,0,0.219359416,0.005970739,0.001320909,0.597355794,0.298756565,0.476916537,0.014511107,0.111111111,0,0.299528302,0.296296296,0,0.665253114,0.228664193,0.110522131,0.047707395,0.256824808
88,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,3,29.66793557,-92.32692691,38.95231246,-174.8344981,"Plasma Biological Services - Columbia, Mo",10,0.357821692,0.004240602,0.688365274,0.052685828,0.083314187,0.0000435,0.024140838,0.51198106,0.18032408,0.047357234,0.023395801,0.277777778,0,0.481132076,0.222222222,0,0.2,0.2125,0,1,0.45
89,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,47,48.66266778,-92.32603,38.95219,148.9770388,The Atrium on Tenth,214,0.671536158,0.001949568,0.337432307,0.060447972,0.157152128,0.009838983,0.00000677,0.682417294,0.209191668,0.05755987,0.0000773,0.111111111,0,0.358490566,0.148148148,0.333333333,0.747663551,0.317757009,0.014018692,0.035046729,0.126168224
90,17,w18349366,18349366,residential,East Walnut Street,Walnut,St,65201,47,47.26223849,-92.32603,38.95219,-148.1864489,The Atrium on Tenth,214,0.475976848,0.005507238,0.22875245,0,0.477851013,0.020766491,0.00255979,0.503044894,0.365513982,0.122544991,0.097462908,0.388888889,0.363636364,0.313679245,0.222222222,0.333333333,0.747663551,0.317757009,0.014018692,0.035046729,0.126168224
91,18,w18349403,18349403,residential,South 5th Street,5th,St,65201,22,64.01194396,-92.33113145,38.951464,105.3047766,Living Canvas Tattoo & Body Piercing,1413,0.781624143,0.000843451,0.268879873,0,0.056420816,0.021031167,0.000845652,0.823288432,0.101041746,0.368655236,0.03165907,0.185185185,0,0.313679245,0.222222222,0,0.547770701,0.306794055,0.161358811,0.127388535,0.304670913
92,18,w18349403,18349403,residential,South 5th Street,5th,St,65201,100,56.80385039,-92.33121,38.95124,81.66091478,Billiards on Broadway,820,0.596815333,0,0.478711612,0.004078974,0.054144993,0.002261549,0,0.723357929,0.176574246,0.022247414,0.005824597,0.111111111,0,0.150943396,0.333333333,0,0.613414634,0.235823171,0.168292683,0.143292683,0.243292683
93,18,w18349403,18349403,residential,South 5th Street,5th,St,65201,35,43.80080925,-92.332075,38.950355,-155.9577902,Flat Branch Home Loans,172,0.755432127,0,0.343615738,0,0.080107345,0.064804575,0.008711065,0.475752245,0.576989511,0.242340938,0.006469535,0.333333333,0,0.575471698,0.222222222,0,0.837209302,0.234738372,0.01744186,0,0.069767442
94,18,w18349403,18349403,residential,South 5th Street,5th,St,65201,35,19.46948193,-92.332075,38.950355,-59.08266437,Flat Branch Home Loans,172,0.759537538,0.00953187,0.273661702,0.0000852,0.11944152,0,0.0000795,0.436283348,0.127127382,0.122885079,0.002740987,0.111111111,0,0.469339623,0.166666667,0,0.837209302,0.234738372,0.01744186,0,0.069767442
95,18,w18349403,18349403,residential,South 5th Street,5th,St,65201,28,55.88219185,-92.3323883,38.95014092,-49.57355526,Flat Branch Pub & Brewing,1550,0.76408284,0,0.08932615,0.004746892,0.27037869,0.11302404,0.027912448,0.601172469,0.106363208,0.068867791,0.004014068,0.111111111,0,0.257075472,0.138888889,0,0.616129032,0.264596774,0.176129032,0.180645161,0.192580645
96,19,w18349793,18349793,residential,North 2nd Street,2nd,St,65203,46,76.11995148,-92.33571,38.95222,-35.54570993,"Monarch Title Company, Inc.",20,0.914875776,0.012380341,0.219304748,0.000524989,0.043445357,0.000131717,0.004650242,0.911536812,0.096222149,0.369618818,0.033415854,0.25,0,0.214622642,0.222222222,0,0.55,0,0.15,0.125,0.525
97,19,w18349793,18349793,residential,North 2nd Street,2nd,St,65203,46,46.60952207,-92.33571,38.95222,-75.17777249,"Monarch Title Company, Inc.",20,0.819646452,0.002702545,0.260300466,0.001514498,0.095961884,0.015487886,0.002160642,0.738113875,0.090510138,0.08703415,0.008041572,0.222222222,0,0.858490566,0.222222222,0,0.55,0,0.15,0.125,0.525
98,19,w18349793,18349793,residential,North 2nd Street,2nd,St,65203,46,60.05853185,-92.33571,38.95222,-129.3419938,"Monarch Title Company, Inc.",20,0.968922455,0.014615923,0.067963908,0.005752892,0.099690314,0.015955107,0.013899988,0.774556168,0.141854088,0.21861981,0.045189333,0.222222222,0,0.108490566,0.222222222,0,0.55,0,0.15,0.125,0.525
99,20,w18349823,18349823,residential,Missouri Avenue,Missouri,Ave,65201,60,26.94522804,-92.3283096,38.9440706,147.0169941,Mizzou Law,302,0.27207681,0.187946533,0.056164865,0.000365568,0.692977289,0.061460712,0.167449318,0.579158257,0.434038302,0.125634122,0.049388149,0.166666667,0,0.087264151,0.111111111,0,0.688741722,0.337748344,0.119205298,0.049668874,0.139072848
100,20,w18349823,18349823,residential,Missouri Avenue,Missouri,Ave,65201,60,31.80517175,-92.3283096,38.9440706,30.539497,Mizzou Law,302,0.228375108,0.067090824,0.508942692,0.008460297,0.405595803,0.078429789,0.332053861,0.166164671,0.240245951,0.30001417,0.00964384,0.166666667,0,0.051886792,0.111111111,0,0.688741722,0.337748344,0.119205298,0.049668874,0.139072848
101,20,w18349823,18349823,residential,Missouri Avenue,Missouri,Ave,65201,60,79.37757071,-92.3283096,38.9440706,12.85309674,Mizzou Law,302,0.136936399,0,0.563884951,0,0.389678107,0.020570159,0.449613917,0.252588841,0.351568374,0.240668839,0,0.222222222,0,0.023584906,0,0,0.688741722,0.337748344,0.119205298,0.049668874,0.139072848
102,20,w18349823,18349823,residential,Missouri Avenue,Missouri,Ave,65201,85,94.59641234,-92.32961297,38.94282191,-96.82133564,Mizzou Business,60,0.670584896,0.006213519,0.242344219,0.030814943,0.21042327,0.019576071,0.31916781,0.42771362,0.335870957,0.026668556,0.020574196,0.277777778,0.090909091,0.094339623,0.111111111,0,0.783333333,0.247916667,0.05,0,0.125
103,20,w18349823,18349823,residential,Missouri Avenue,Missouri,Ave,65201,85,100.0508512,-92.32961297,38.94282191,-67.21078637,Mizzou Business,60,0.656770973,0.031566659,0.142743947,0.035894419,0.298022865,0.063762025,0.540584126,0.424970323,0.213832028,0.015842426,0.0047497,0.111111111,0.090909091,0.051886792,0,0,0.783333333,0.247916667,0.05,0,0.125
104,21,w18350543,18350543,residential,Cherry Street,Cherry,St,65201,11,39.36765505,-92.33268,38.95082,44.62212739,The Broadway Diner,1158,0.605782905,0.035214803,0.050880557,0.094783916,0.449794686,0.11572423,0.091155406,0.593165366,0.098308849,0.033016863,0.001007716,0.277777778,0,0.283018868,0.111111111,0,0.66148532,0.218372193,0.191709845,0.107944732,0.193005181
105,21,w18350543,18350543,residential,Cherry Street,Cherry,St,65201,11,36.53213473,-92.33268,38.95082,-37.7333175,The Broadway Diner,1158,0.479602504,0,0.533509845,0.000406798,0.102244354,0.01023786,0.016365065,0.613340072,0.308015588,0.175570356,0,0.148148148,0,0.448113208,0.148148148,0,0.66148532,0.218372193,0.191709845,0.107944732,0.193005181
106,21,w18350543,18350543,residential,Cherry Street,Cherry,St,65201,35,29.51556287,-92.332075,38.950355,-137.5517039,Flat Branch Home Loans,172,0.789509172,0.003534322,0.225978694,0,0.110422073,0.01298527,0.033889519,0.687243502,0.403548145,0.273430636,0.051265859,0.111111111,0,0.29245283,0.111111111,0,0.837209302,0.234738372,0.01744186,0,0.069767442
107,21,w18350543,18350543,residential,Cherry Street,Cherry,St,65201,35,72.90472816,-92.332075,38.950355,-106.4359515,Flat Branch Home Loans,172,0.334561818,0,0.368147,0,0.407739324,0.127901804,0.038397692,0.564496746,0.16329276,0.116565113,0,0.166666667,0,0.301886792,0.111111111,0.333333333,0.837209302,0.234738372,0.01744186,0,0.069767442
108,22,w18350545,18350545,residential,Cherry Street,Cherry,St,65203,73,31.1445958,-92.33508825,38.95088209,-33.18509208,Papa's Cat Caf̩,444,0.580660371,0.003613122,0.159205182,0.000687159,0.302089402,0.000567873,0.273003647,0.806740198,0.031248614,0.044381465,0.097832403,0.277777778,0,0.469339623,0.259259259,0,0.662162162,0.22972973,0.175675676,0.112612613,0.189189189
109,22,w18350545,18350545,residential,Cherry Street,Cherry,St,65203,53,42.65683122,-92.33446866,38.95100307,-18.22970049,Walgreens,26,0.851750178,0.130192038,0.065082479,0.108933887,0.128205617,0,0.266306926,0.691974609,0.119157924,0.229389259,0.01942876,0.333333333,0,0.080188679,0.444444444,0,0.384615385,0.163461538,0.115384615,0.288461539,0.576923077
110,23,w18350708,18350708,residential,Watson Place,Watson,Pl,65201,90,63.81712459,-92.32715,38.94884,-52.38023414,The City Worship Movement,67,0.323728838,0.003545996,0.533637765,0.000967519,0.09442652,0.015963805,0.069795919,0.80390313,0.25512548,0.010060932,0.019576558,0.296296296,0.636363636,0.370283019,0.185185185,0,0.895522388,0.095149254,0.044776119,0,0.067164179
111,23,w18350708,18350708,residential,Watson Place,Watson,Pl,65201,19,55.92590095,-92.32711,38.94767,-138.9098392,Insomnia Cookies,12,0.153770442,0.153143241,0.677943906,0,0.136217821,0.033933182,0.21985355,0.229684138,0.447801843,0,0.031215675,0.166666667,0,0.044811321,0,0,0.666666667,0,0,0.416666667,0.25
112,23,w18350708,18350708,residential,Watson Place,Watson,Pl,65201,19,36.62384338,-92.32711,38.94767,-77.61005047,Insomnia Cookies,12,0.209835804,0.003373803,0.636079894,0.004422553,0.223135213,0.162761973,0.257725246,0.19170959,0.2530218,0.027008644,0,0.333333333,0.090909091,0.073113208,0,1,0.666666667,0,0,0.416666667,0.25
113,24,w18351186,18351186,residential,University Heights,University Heights, , ,106,212.7674884,-92.33436,38.9423,130.2750512,Phi Kappa Psi - University of Missouri,94,0.403080193,0.145572613,0.200222986,0.086364848,0.382069888,0.000330534,0.088099219,0.841394859,0.038435088,0.26668556,0.034000329,0.185185185,0,0.306603774,0.222222222,0,0.617021277,0.135638298,0.319148936,0.053191489,0.287234043
114,24,w18351186,18351186,residential,University Heights,University Heights, , ,106,176.2033921,-92.33436,38.9423,139.7743923,Phi Kappa Psi - University of Missouri,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617021277,0.135638298,0.319148936,0.053191489,0.287234043
115,24,w18351186,18351186,residential,University Heights,University Heights, , ,91,138.6706279,-92.33363263,38.94347639,102.6113822,Mizzou SHP Department of Physical Therapy,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
116,24,w18351186,18351186,residential,University Heights,University Heights, , ,91,100.8146244,-92.33363263,38.94347639,118.2690171,Mizzou SHP Department of Physical Therapy,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
117,25,w18351187,18351187,residential,University Heights,University Heights, , ,91,57.02269565,-92.33363263,38.94347639,12.69723353,Mizzou SHP Department of Physical Therapy,68,0.339806132,0.000227644,0.253758121,0.01173667,0.393909069,0.0000969,0.190288697,0.759940545,0.239107323,0.114354542,0.032619759,0.111111111,0,0.066037736,0,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
118,25,w18351187,18351187,residential,University Heights,University Heights, , ,106,60.64940813,-92.33436,38.9423,-175.045476,Phi Kappa Psi - University of Missouri,94,0.405708536,0,0.107971234,0.004565482,0.446217614,0,0.269254025,0.792410544,0.245301388,0.00952246,0.010970665,0.111111111,0,0.150943396,0.111111111,0,0.617021277,0.135638298,0.319148936,0.053191489,0.287234043
119,25,w18351187,18351187,residential,University Heights,University Heights, , ,106,79.58582444,-92.33436,38.9423,146.0315952,Phi Kappa Psi - University of Missouri,94,0.412644365,0.006441163,0.061776796,0.008740658,0.584448832,0.013246218,0.227464421,0.719863134,0.23675837,0.019696755,0.038867596,0.222222222,0,0.044811321,0.111111111,0,0.617021277,0.135638298,0.319148936,0.053191489,0.287234043
120,25,w18351187,18351187,residential,University Heights,University Heights, , ,106,125.3868714,-92.33436,38.9423,144.4767281,Phi Kappa Psi - University of Missouri,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617021277,0.135638298,0.319148936,0.053191489,0.287234043
121,26,w18351338,18351338,residential,Maryland Avenue,Maryland,Ave,65201,80,46.26106005,-92.3293734,38.944536,76.93489432,Stoutland High,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698113208,0.080188679,0.113207547,0.094339623,0.283018868
122,26,w18351338,18351338,residential,Maryland Avenue,Maryland,Ave,65201,50,50.75903147,-92.32936238,38.94414784,70.00549062,Beetle Bailey Statue,21,0.076821299,0.051575998,0.635951974,0,0.383347725,0.265111996,0.02219161,0.287657158,0.507088837,0,0.023170744,0.111111111,0,0.254716981,0.111111111,0,0.476190476,0.202380952,0,0.595238095,0.285714286
123,26,w18351338,18351338,residential,Maryland Avenue,Maryland,Ave,65201,33,37.53521299,-92.32951296,38.94362669,75.35364945,Mizzou Alumni Association,159,0.267187845,0,0.629488314,0,0.239447095,0.20080198,0.099268595,0.367414949,0.389082748,0.060875726,0.017846646,0.148148148,0,0.158018868,0,0,0.685534591,0.213836478,0.113207547,0.078616352,0.216981132
124,26,w18351338,18351338,residential,Maryland Avenue,Maryland,Ave,65201,85,42.04821994,-92.32961297,38.94282191,135.2685661,Mizzou Business,60,0.414630056,0.018456689,0.51736381,0,0.112091373,0.310551744,0.169612497,0.217303056,0.636963267,0.023352699,0.0091467,0.222222222,0,0.087264151,0,0.333333333,0.783333333,0.247916667,0.05,0,0.125
125,26,w18351338,18351338,residential,Maryland Avenue,Maryland,Ave,65201,85,37.49032494,-92.32961297,38.94282191,57.57117523,Mizzou Business,60,0.393554511,0.028114056,0.500597038,0,0.124116757,0.12836654,0.475873961,0.225226364,0.299648034,0.050928156,0.005891778,0.222222222,0,0.242924528,0.222222222,0,0.783333333,0.247916667,0.05,0,0.125
126,27,w18351359,18351359,residential,North 8th Street,8th,St,65201,43,74.43049581,-92.32821465,38.95427229,14.46958431,Breakout CoMo,195,0.67787951,0.006222274,0.166154295,0.047834488,0.244628132,0.01378054,0.09887875,0.669988329,0.311437134,0.135751736,0.031148494,0.222222222,0.090909091,0.264150943,0.259259259,0.333333333,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
127,27,w18351359,18351359,residential,North 8th Street,8th,St,65201,43,28.04472341,-92.32821465,38.95427229,38.10338948,Breakout CoMo,195,0.845649453,0.164770605,0.197406438,0.007171188,0.099894485,0.000723199,0.027530213,0.649848204,0.393272185,0.003769307,0,0.222222222,0.181818182,0.150943396,0,0,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
128,27,w18351359,18351359,residential,North 8th Street,8th,St,65201,43,32.20097046,-92.32821465,38.95427229,150.1647754,Breakout CoMo,195,0.721243047,0,0.142253892,0.013344621,0.247790328,0.193929107,0.078434258,0.688453878,0.275068936,0.051920079,0.008592456,0.361111111,0.363636364,0.214622642,0.111111111,0,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
129,28,w18351361,18351361,residential,North 8th Street,8th,St,65201,41,73.37434267,-92.32780285,38.95139395,103.6741688,The District,1927,0.31672084,0.009406374,0.643284848,0,0.03588505,0.020760278,0.001427461,0.718172598,0.210018046,0.137707241,0.00606309,0.388888889,0.090909091,0.221698113,0.111111111,0.333333333,0.666320706,0.261351842,0.105864037,0.106382979,0.199273482
130,28,w18351361,18351361,residential,North 8th Street,8th,St,65201,81,85.35309422,-92.32773,38.95234,63.80879554,La Siesta,545,0.319582187,0.017887579,0.635773898,0,0.122951079,0.101907654,0.003405442,0.328900387,0.624969459,0.548986822,0.001669449,0.333333333,0,0.16509434,0.111111111,0,0.572477064,0.144266055,0.209174312,0.211009174,0.308256881
131,28,w18351361,18351361,residential,North 8th Street,8th,St,65201,26,48.68803802,-92.3281715,38.9527316,50.24678429,Pressed,1530,0.325777076,0.000035,0.765672891,0.00142929,0.054823929,0.003824752,0.0000431,0.335334666,0.361835843,1,0.037104094,0.138888889,0.636363636,0.20754717,0.111111111,0,0.650326797,0.208333333,0.176470588,0.094771242,0.232352941
132,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,41,26.70159123,-92.32780285,38.95139395,-125.0556234,The District,1927,0.487368626,0.106709666,0.466940177,0,0.127317066,0.029923281,0,0.604270898,0.260078091,0.13937934,0.009223958,0.666666667,0.272727273,0.320754717,0.111111111,0,0.666320706,0.261351842,0.105864037,0.106382979,0.199273482
133,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,55,41.68688877,-92.32726,38.95229,35.02794761,M.Boss Barber and Salon,283,0.31948115,0.001459258,0.585014359,0.007495527,0.243549566,0.033880993,0,0.425582826,0.284594928,0.105710642,0.014588365,0.5,0.090909091,0.25,0,0,0.512367491,0.24779152,0.222614841,0.282685512,0.275618374
134,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,81,20.8240755,-92.32773,38.95234,-119.6912374,La Siesta,545,0.411112997,0,0.478086274,0,0.323880682,0.0000249,0,0.245359172,0.23972239,0.213773558,0.043234364,1,0.363636364,0.087264151,0,0,0.572477064,0.144266055,0.209174312,0.211009174,0.308256881
135,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,62,28.81589673,-92.32762372,38.95263858,-160.5964374,Salon Nefisa,3773,0.315314566,0.013098296,0.317047874,0,0.488603461,0.026861491,0.008146169,0.443422571,0.311351289,0.230919654,0.036845447,0.222222222,0,0.073113208,0.111111111,0,0.665253114,0.228664193,0.110522131,0.047707395,0.256824808
136,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,62,77.88418055,-92.32762372,38.95263858,-172.3381359,Salon Nefisa,3773,0.491229348,0,0.413180952,0,0.224759868,0.054529436,0.000871868,0.496417753,0.460581465,0.053365453,0.038998599,0.555555556,0.363636364,0.080188679,0.111111111,0.333333333,0.665253114,0.228664193,0.110522131,0.047707395,0.256824808
137,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,43,82.74116349,-92.32821465,38.95427229,-49.1046543,Breakout CoMo,195,0.740142511,0.038489377,0.305160943,0.004078974,0.130679622,0.016235937,0.162801612,0.534709526,0.332963538,0.140031175,0.015864805,0.194444444,0,0.278301887,0.222222222,0,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
138,29,w18351471,18351471,residential,North 9th Street,9th,St,65201,43,63.24183888,-92.32821465,38.95427229,-86.23369988,Breakout CoMo,195,0.403944852,0.036210016,0.278135234,0.003564979,0.443551961,0.021945728,0.067728299,0.56518706,0.201880671,0.202749044,0.00762169,0.222222222,0,0.299528302,0.185185185,0,0.523076923,0.217948718,0.153846154,0.08974359,0.430769231
139,30,w18351540,18351540,residential,Sanford Street,Sanford,St,65201,18,42.1217854,-92.331402,38.944276,158.4074912,Sanford F. Conley House,12,0.264019262,0,0.20761614,0.000299601,0.609651668,0.09727272,0.091667026,0.47725391,0.390987381,0.055462661,0.009684148,0.37037037,0,0.150943396,0.222222222,0,0.416666667,0.708333333,0,0,0.375
140,30,w18351540,18351540,residential,Sanford Street,Sanford,St,65201,18,24.36073845,-92.331402,38.944276,64.6607643,Sanford F. Conley House,12,0.341577377,0.00741011,0.196290585,0.029022833,0.531124333,0.115223458,0.319292967,0.300248393,0.24226473,0.000991923,0,0.944444444,0,0.193396226,0.111111111,0,0.416666667,0.708333333,0,0,0.375
141,30,w18351540,18351540,residential,Sanford Street,Sanford,St,65201,31,26.47911693,-92.332008,38.943836,-65.04525362,"Delta Chi, Missouri Chapter",156,0.290358366,0,0.436600502,0,0.278891249,0.084153249,0.229875376,0.312359468,0.542118416,0.054357376,0.029509276,0,0,0.632075472,0,0,0.621794872,0.190705128,0.365384615,0.048076923,0.221153846
142,31,w18352013,18352013,residential,University Village,University Village, , ,94,92.00087161,-92.33350878,38.9453275,74.94891194,U Centre on Turner,698,0.40186912,0,0.058972671,0.00579687,0.560944151,0.02211348,0.375100104,0.675459627,0.076875837,0.141929999,0.006257915,0.407407407,0,0.299528302,0.333333333,0.333333333,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
143,31,w18352013,18352013,residential,University Village,University Village, , ,94,133.2375728,-92.33350878,38.9453275,66.57311489,U Centre on Turner,698,0.449070011,0,0.084913357,0.000912547,0.47631946,0.203914717,0.500035095,0.382714235,0.005770499,0.054244013,0,0.166666667,0,0.278301887,0.111111111,0,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
144,31,w18352013,18352013,residential,University Village,University Village, , ,94,180.3695731,-92.33350878,38.9453275,60.38446503,U Centre on Turner,698,0.79407853,0.004754261,0.191726865,0.055467447,0.108195795,0.023571061,0.028831672,0.889408213,0.097526808,0.319937651,0.019905745,0.62962963,0.181818182,0.462264151,0.222222222,0.666666667,0.633237822,0.14004298,0.154727794,0.053724928,0.341690544
145,31,w18352013,18352013,residential,University Village,University Village, , ,91,198.7709934,-92.33363263,38.94347639,114.1035236,Mizzou SHP Department of Physical Therapy,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
146,31,w18352013,18352013,residential,University Village,University Village, , ,91,207.3577269,-92.33363263,38.94347639,100.1625501,Mizzou SHP Department of Physical Therapy,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0.28125,0.132352941,0.036764706,0.286764706
147,31,w18352013,18352013,residential,University Village,University Village, , ,106,219.9864545,-92.33436,38.9423,127.2576529,Phi Kappa Psi - University of Missouri,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617021277,0.135638298,0.319148936,0.053191489,0.287234043
148,32,w18352095,18352095,residential,North 4th Street,4th,St,65201,78,45.49341261,-92.3327481,38.9519901,26.63785524,"Second Missionary Baptist Church - Columbia, MO",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604166667,0.088541667,0.0625,0.208333333,0.375
149,32,w18352095,18352095,residential,North 4th Street,4th,St,65201,45,4.842762974,-92.33297391,38.95211792,1.047785255,Blind Boone Home - African American Heritge Trail,1,0.609125382,0.009324656,0.174034282,0.000033,0.364431714,0.008771581,0.029238431,0.57021145,0.032641006,0.059770441,0,0.222222222,0,0.25,0.111111111,0,1,0,0,0,0
150,32,w18352095,18352095,residential,North 4th Street,4th,St,65201,45,45.17486254,-92.33297391,38.95211792,-179.8018508,Blind Boone Home - African American Heritge Trail,1,0.872429135,0.029993579,0.112784352,0,0.218369051,0.324905127,0.053774189,0.458056149,0.220666631,0.017146096,0.027557667,0.111111111,0,0.143867925,0.185185185,0,1,0,0,0,0
